frame,parts,x,y,prop
sample_4_ks,Nose,0,0,0
sample_4_ks,Neck,0,0,0
sample_4_ks,RShoulder,0,0,0
sample_4_ks,RElbow,0,0,0
sample_4_ks,RWrist,0,0,0
sample_4_ks,LShoulder,0,0,0
sample_4_ks,LElbow,0,0,0
sample_4_ks,LWrist,0,0,0
sample_4_ks,MidHip,1331,234,0.26764002442359924
sample_4_ks,RHip,964,236,0.22750382125377655
sample_4_ks,RKnee,1055,1929,0.41441383957862854
sample_4_ks,RAnkle,0,0,0
sample_4_ks,LHip,1698,142,0.2210163027048111
sample_4_ks,LKnee,1699,1740,0.352872371673584
sample_4_ks,LAnkle,1606,3529,0.10107020288705826
sample_4_ks,REye,0,0,0
sample_4_ks,LEye,0,0,0
sample_4_ks,REar,0,0,0
sample_4_ks,LEar,0,0,0
sample_4_ks,LBigToe,0,0,0
sample_4_ks,LSmallToe,0,0,0
sample_4_ks,LHeel,1607,3060,0.12099704891443253
sample_4_ks,RBigToe,0,0,0
sample_4_ks,RSmallToe,0,0,0
sample_4_ks,RHeel,0,0,0
