frame,parts,x,y,prop
sample_3_ni,Nose,0,0,0
sample_3_ni,Neck,0,0,0
sample_3_ni,RShoulder,0,0,0
sample_3_ni,RElbow,0,0,0
sample_3_ni,RWrist,0,0,0
sample_3_ni,LShoulder,0,0,0
sample_3_ni,LElbow,0,0,0
sample_3_ni,LWrist,0,0,0
sample_3_ni,MidHip,137,124,0.40480369329452515
sample_3_ni,RHip,101,124,0.39722609519958496
sample_3_ni,RKnee,112,290,0.3504948616027832
sample_3_ni,RAnkle,135,445,0.4798203706741333
sample_3_ni,LHip,183,123,0.41340571641921997
sample_3_ni,LKnee,195,302,0.345152348279953
sample_3_ni,LAnkle,218,432,0.1358151137828827
sample_3_ni,REye,0,0,0
sample_3_ni,LEye,0,0,0
sample_3_ni,REar,0,0,0
sample_3_ni,LEar,0,0,0
sample_3_ni,LBigToe,0,0,0
sample_3_ni,LSmallToe,0,0,0
sample_3_ni,LHeel,0,0,0
sample_3_ni,RBigToe,137,469,0.10074358433485031
sample_3_ni,RSmallToe,124,469,0.14048723876476288
sample_3_ni,RHeel,147,456,0.2569034695625305
